"","ID","Block","genotype","antibiotics","exposure","Condition","time","outcome"
"306","4_Blue_plus_antibiotics_healthy",4,"Blue","plus_antibiotics","healthy","H",30,0
"307","4_Green_plus_antibiotics_healthy",4,"Green","plus_antibiotics","healthy","H",30,0
"308","4_Grey_plus_antibiotics_healthy",4,"Grey","plus_antibiotics","healthy","H",30,0
"309","4_Neon_plus_antibiotics_healthy",4,"Neon","plus_antibiotics","healthy","H",30,0
"310","4_Orange_plus_antibiotics_healthy",4,"Orange","plus_antibiotics","healthy","H",30,0
"311","4_Pink_plus_antibiotics_healthy",4,"Pink","plus_antibiotics","healthy","H",30,0
"312","4_Purple_plus_antibiotics_healthy",4,"Purple","plus_antibiotics","healthy","H",30,0
"313","4_Red_plus_antibiotics_healthy",4,"Red","plus_antibiotics","healthy","H",30,0
"314","4_Yellow_plus_antibiotics_healthy",4,"Yellow","plus_antibiotics","healthy","H",30,0
"315","5_Black_plus_antibiotics_healthy",5,"Black","plus_antibiotics","healthy","H",30,0
"316","5_Blue_plus_antibiotics_healthy",5,"Blue","plus_antibiotics","healthy","H",30,0
"317","5_Green_plus_antibiotics_healthy",5,"Green","plus_antibiotics","healthy","H",30,0
"318","5_Grey_plus_antibiotics_healthy",5,"Grey","plus_antibiotics","healthy","H",30,0
"319","5_Neon_plus_antibiotics_healthy",5,"Neon","plus_antibiotics","healthy","H",30,0
"320","5_Orange_plus_antibiotics_healthy",5,"Orange","plus_antibiotics","healthy","H",30,0
"321","5_Pink_plus_antibiotics_healthy",5,"Pink","plus_antibiotics","healthy","H",30,0
"322","5_Purple_plus_antibiotics_healthy",5,"Purple","plus_antibiotics","healthy","H",30,0
"323","5_Red_plus_antibiotics_healthy",5,"Red","plus_antibiotics","healthy","H",30,0
"324","5_Yellow_plus_antibiotics_healthy",5,"Yellow","plus_antibiotics","healthy","H",30,0
"325","1_Black_plus_antibiotics_disease",1,"Black","plus_antibiotics","disease","H",30,0
"326","1_Blue_plus_antibiotics_disease",1,"Blue","plus_antibiotics","disease","H",30,0
"327","1_Green_plus_antibiotics_disease",1,"Green","plus_antibiotics","disease","H",30,0
"328","1_Grey_plus_antibiotics_disease",1,"Grey","plus_antibiotics","disease","H",30,0
"329","1_Neon_plus_antibiotics_disease",1,"Neon","plus_antibiotics","disease","H",30,0
"330","1_Orange_plus_antibiotics_disease",1,"Orange","plus_antibiotics","disease","H",30,0
"331","1_Pink_plus_antibiotics_disease",1,"Pink","plus_antibiotics","disease","H",30,0
"332","1_Purple_plus_antibiotics_disease",1,"Purple","plus_antibiotics","disease","H",30,0
"333","1_Red_plus_antibiotics_disease",1,"Red","plus_antibiotics","disease","H",30,0
"334","1_Yellow_plus_antibiotics_disease",1,"Yellow","plus_antibiotics","disease","H",30,0
"335","2_Black_plus_antibiotics_disease",2,"Black","plus_antibiotics","disease","H",30,0
"336","2_Blue_plus_antibiotics_disease",2,"Blue","plus_antibiotics","disease","H",30,0
"337","2_Green_plus_antibiotics_disease",2,"Green","plus_antibiotics","disease","H",30,0
"338","2_Grey_plus_antibiotics_disease",2,"Grey","plus_antibiotics","disease","H",30,0
"339","2_Neon_plus_antibiotics_disease",2,"Neon","plus_antibiotics","disease","H",30,0
"340","2_Orange_plus_antibiotics_disease",2,"Orange","plus_antibiotics","disease","H",30,0
"341","2_Pink_plus_antibiotics_disease",2,"Pink","plus_antibiotics","disease","H",30,0
"342","2_Purple_plus_antibiotics_disease",2,"Purple","plus_antibiotics","disease","H",30,0
"343","2_Red_plus_antibiotics_disease",2,"Red","plus_antibiotics","disease","H",30,0
"344","2_Yellow_plus_antibiotics_disease",2,"Yellow","plus_antibiotics","disease","H",30,0
"345","3_Black_plus_antibiotics_disease",3,"Black","plus_antibiotics","disease","H",30,0
"346","3_Blue_plus_antibiotics_disease",3,"Blue","plus_antibiotics","disease","H",30,0
"347","3_Green_plus_antibiotics_disease",3,"Green","plus_antibiotics","disease","H",30,0
"348","3_Grey_plus_antibiotics_disease",3,"Grey","plus_antibiotics","disease","H",30,0
"349","3_Neon_plus_antibiotics_disease",3,"Neon","plus_antibiotics","disease","H",30,0
"350","3_Orange_plus_antibiotics_disease",3,"Orange","plus_antibiotics","disease","H",30,0
"351","3_Pink_plus_antibiotics_disease",3,"Pink","plus_antibiotics","disease","H",30,0
"352","3_Purple_plus_antibiotics_disease",3,"Purple","plus_antibiotics","disease","H",30,0
"353","3_Red_plus_antibiotics_disease",3,"Red","plus_antibiotics","disease","H",30,0
"354","3_Yellow_plus_antibiotics_disease",3,"Yellow","plus_antibiotics","disease","WBD",30,0
"355","4_Black_plus_antibiotics_disease",4,"Black","plus_antibiotics","disease","H",30,0
"356","4_Blue_plus_antibiotics_disease",4,"Blue","plus_antibiotics","disease","H",30,0
"357","4_Green_plus_antibiotics_disease",4,"Green","plus_antibiotics","disease","H",30,0
"358","4_Grey_plus_antibiotics_disease",4,"Grey","plus_antibiotics","disease","H",30,0
"359","4_Neon_plus_antibiotics_disease",4,"Neon","plus_antibiotics","disease","H",30,0
"360","4_Orange_plus_antibiotics_disease",4,"Orange","plus_antibiotics","disease","WBD",30,0
"361","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",30,0
"362","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",30,0
"363","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",30,0
"364","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",30,0
"365","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",30,0
"366","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",30,0
"367","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",30,0
"368","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",30,0
"369","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",30,0
"370","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",30,0
"371","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",30,0
"372","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",30,0
"373","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",30,0
"374","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",30,0
"375","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",45,0
"376","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",45,0
"377","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",45,0
"378","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",45,0
"379","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",45,0
"380","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",45,0
"381","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",45,0
"382","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",45,0
"383","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",45,0
"384","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",45,0
"385","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",45,0
"386","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",45,0
"387","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",45,0
"388","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",45,0
"389","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",45,0
"390","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",45,0
"391","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",45,0
"392","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",45,0
"393","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",45,0
"394","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",45,0
"395","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",45,0
"396","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",45,0
"397","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",45,0
"398","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",45,0
"399","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",45,0
"400","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",45,0
"401","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",45,0
"402","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",45,0
"403","5_Blue_no_antibiotics_healthy",5,"Blue","no_antibiotics","healthy","H",45,0
"404","5_Green_no_antibiotics_healthy",5,"Green","no_antibiotics","healthy","H",45,0
"405","5_Grey_no_antibiotics_healthy",5,"Grey","no_antibiotics","healthy","H",45,0
"406","5_Neon_no_antibiotics_healthy",5,"Neon","no_antibiotics","healthy","H",45,0
"407","5_Orange_no_antibiotics_healthy",5,"Orange","no_antibiotics","healthy","H",45,0
"408","5_Pink_no_antibiotics_healthy",5,"Pink","no_antibiotics","healthy","H",45,0
"409","5_Purple_no_antibiotics_healthy",5,"Purple","no_antibiotics","healthy","H",45,0
"410","5_Red_no_antibiotics_healthy",5,"Red","no_antibiotics","healthy","H",45,0
"411","5_Yellow_no_antibiotics_healthy",5,"Yellow","no_antibiotics","healthy","H",45,0
"412","1_Black_no_antibiotics_disease",1,"Black","no_antibiotics","disease","H",45,0
"413","1_Blue_no_antibiotics_disease",1,"Blue","no_antibiotics","disease","H",45,0
"414","1_Green_no_antibiotics_disease",1,"Green","no_antibiotics","disease","WBD",45,0
"415","1_Grey_no_antibiotics_disease",1,"Grey","no_antibiotics","disease","WBD",45,0
"416","1_Neon_no_antibiotics_disease",1,"Neon","no_antibiotics","disease","WBD",45,0
"417","1_Orange_no_antibiotics_disease",1,"Orange","no_antibiotics","disease","WBD",45,0
"418","1_Pink_no_antibiotics_disease",1,"Pink","no_antibiotics","disease","H",45,0
"419","1_Purple_no_antibiotics_disease",1,"Purple","no_antibiotics","disease","H",45,0
"420","1_Red_no_antibiotics_disease",1,"Red","no_antibiotics","disease","WBD",45,0
"421","1_Yellow_no_antibiotics_disease",1,"Yellow","no_antibiotics","disease","WBD",45,1
"422","2_Black_no_antibiotics_disease",2,"Black","no_antibiotics","disease","H",45,0
"423","2_Blue_no_antibiotics_disease",2,"Blue","no_antibiotics","disease","H",45,0
"424","2_Green_no_antibiotics_disease",2,"Green","no_antibiotics","disease","H",45,0
"425","2_Grey_no_antibiotics_disease",2,"Grey","no_antibiotics","disease","H",45,0
"426","2_Neon_no_antibiotics_disease",2,"Neon","no_antibiotics","disease","H",45,0
"427","2_Orange_no_antibiotics_disease",2,"Orange","no_antibiotics","disease","H",45,0
"428","2_Pink_no_antibiotics_disease",2,"Pink","no_antibiotics","disease","H",45,0
"429","2_Purple_no_antibiotics_disease",2,"Purple","no_antibiotics","disease","H",45,0
"430","2_Red_no_antibiotics_disease",2,"Red","no_antibiotics","disease","WBD",45,0
"431","2_Yellow_no_antibiotics_disease",2,"Yellow","no_antibiotics","disease","WBD",45,1
"432","3_Black_no_antibiotics_disease",3,"Black","no_antibiotics","disease","H",45,0
"433","3_Blue_no_antibiotics_disease",3,"Blue","no_antibiotics","disease","H",45,0
"434","3_Green_no_antibiotics_disease",3,"Green","no_antibiotics","disease","H",45,0
"435","3_Grey_no_antibiotics_disease",3,"Grey","no_antibiotics","disease","H",45,0
"436","3_Neon_no_antibiotics_disease",3,"Neon","no_antibiotics","disease","H",45,0
"437","3_Orange_no_antibiotics_disease",3,"Orange","no_antibiotics","disease","H",45,0
"438","3_Pink_no_antibiotics_disease",3,"Pink","no_antibiotics","disease","H",45,0
"439","3_Purple_no_antibiotics_disease",3,"Purple","no_antibiotics","disease","H",45,0
"440","3_Red_no_antibiotics_disease",3,"Red","no_antibiotics","disease","H",45,0
"441","3_Yellow_no_antibiotics_disease",3,"Yellow","no_antibiotics","disease","H",45,0
"442","4_Black_no_antibiotics_disease",4,"Black","no_antibiotics","disease","H",45,0
"443","4_Blue_no_antibiotics_disease",4,"Blue","no_antibiotics","disease","H",45,0
"444","4_Green_no_antibiotics_disease",4,"Green","no_antibiotics","disease","H",45,0
"445","4_Grey_no_antibiotics_disease",4,"Grey","no_antibiotics","disease","H",45,0
"446","4_Neon_no_antibiotics_disease",4,"Neon","no_antibiotics","disease","H",45,0
"447","4_Orange_no_antibiotics_disease",4,"Orange","no_antibiotics","disease","H",45,0
"448","4_Pink_no_antibiotics_disease",4,"Pink","no_antibiotics","disease","H",45,0
"449","4_Purple_no_antibiotics_disease",4,"Purple","no_antibiotics","disease","H",45,0
"450","4_Red_no_antibiotics_disease",4,"Red","no_antibiotics","disease","H",45,0
"451","4_Yellow_no_antibiotics_disease",4,"Yellow","no_antibiotics","disease","H",45,0
"452","5_Black_no_antibiotics_disease",5,"Black","no_antibiotics","disease","H",45,0
"453","5_Blue_no_antibiotics_disease",5,"Blue","no_antibiotics","disease","WBD",45,0
"454","5_Green_no_antibiotics_disease",5,"Green","no_antibiotics","disease","H",45,0
"455","5_Grey_no_antibiotics_disease",5,"Grey","no_antibiotics","disease","WBD",45,0
"456","5_Neon_no_antibiotics_disease",5,"Neon","no_antibiotics","disease","H",45,0
"457","5_Orange_no_antibiotics_disease",5,"Orange","no_antibiotics","disease","WBD",45,1
"458","5_Pink_no_antibiotics_disease",5,"Pink","no_antibiotics","disease","H",45,0
"459","5_Purple_no_antibiotics_disease",5,"Purple","no_antibiotics","disease","H",45,0
"460","5_Red_no_antibiotics_disease",5,"Red","no_antibiotics","disease","WBD",45,0
"461","5_Yellow_no_antibiotics_disease",5,"Yellow","no_antibiotics","disease","H",45,0
"462","1_Black_plus_antibiotics_healthy",1,"Black","plus_antibiotics","healthy","H",45,0
"463","1_Blue_plus_antibiotics_healthy",1,"Blue","plus_antibiotics","healthy","H",45,0
"464","1_Green_plus_antibiotics_healthy",1,"Green","plus_antibiotics","healthy","H",45,0
"465","1_Grey_plus_antibiotics_healthy",1,"Grey","plus_antibiotics","healthy","H",45,0
"466","1_Neon_plus_antibiotics_healthy",1,"Neon","plus_antibiotics","healthy","H",45,0
"467","1_Orange_plus_antibiotics_healthy",1,"Orange","plus_antibiotics","healthy","H",45,0
"468","1_Pink_plus_antibiotics_healthy",1,"Pink","plus_antibiotics","healthy","H",45,0
"469","1_Purple_plus_antibiotics_healthy",1,"Purple","plus_antibiotics","healthy","H",45,0
"470","1_Red_plus_antibiotics_healthy",1,"Red","plus_antibiotics","healthy","H",45,0
"471","1_Yellow_plus_antibiotics_healthy",1,"Yellow","plus_antibiotics","healthy","H",45,0
"472","2_Black_plus_antibiotics_healthy",2,"Black","plus_antibiotics","healthy","H",45,0
"473","2_Blue_plus_antibiotics_healthy",2,"Blue","plus_antibiotics","healthy","H",45,0
"474","2_Green_plus_antibiotics_healthy",2,"Green","plus_antibiotics","healthy","H",45,0
"475","2_Grey_plus_antibiotics_healthy",2,"Grey","plus_antibiotics","healthy","H",45,0
"476","2_Neon_plus_antibiotics_healthy",2,"Neon","plus_antibiotics","healthy","H",45,0
"477","2_Orange_plus_antibiotics_healthy",2,"Orange","plus_antibiotics","healthy","H",45,0
"478","2_Pink_plus_antibiotics_healthy",2,"Pink","plus_antibiotics","healthy","H",45,0
"479","2_Purple_plus_antibiotics_healthy",2,"Purple","plus_antibiotics","healthy","H",45,0
"480","2_Red_plus_antibiotics_healthy",2,"Red","plus_antibiotics","healthy","H",45,0
"481","2_Yellow_plus_antibiotics_healthy",2,"Yellow","plus_antibiotics","healthy","H",45,0
"482","3_Black_plus_antibiotics_healthy",3,"Black","plus_antibiotics","healthy","H",45,0
"483","3_Blue_plus_antibiotics_healthy",3,"Blue","plus_antibiotics","healthy","H",45,0
"484","3_Green_plus_antibiotics_healthy",3,"Green","plus_antibiotics","healthy","H",45,0
"485","3_Grey_plus_antibiotics_healthy",3,"Grey","plus_antibiotics","healthy","H",45,0
"486","3_Neon_plus_antibiotics_healthy",3,"Neon","plus_antibiotics","healthy","H",45,0
"487","3_Orange_plus_antibiotics_healthy",3,"Orange","plus_antibiotics","healthy","H",45,0
"488","3_Pink_plus_antibiotics_healthy",3,"Pink","plus_antibiotics","healthy","H",45,0
"489","3_Purple_plus_antibiotics_healthy",3,"Purple","plus_antibiotics","healthy","H",45,0
"490","3_Red_plus_antibiotics_healthy",3,"Red","plus_antibiotics","healthy","H",45,0
"491","3_Yellow_plus_antibiotics_healthy",3,"Yellow","plus_antibiotics","healthy","H",45,0
"492","4_Black_plus_antibiotics_healthy",4,"Black","plus_antibiotics","healthy","H",45,0
"493","4_Blue_plus_antibiotics_healthy",4,"Blue","plus_antibiotics","healthy","H",45,0
"494","4_Green_plus_antibiotics_healthy",4,"Green","plus_antibiotics","healthy","H",45,0
"495","4_Grey_plus_antibiotics_healthy",4,"Grey","plus_antibiotics","healthy","H",45,0
"496","4_Neon_plus_antibiotics_healthy",4,"Neon","plus_antibiotics","healthy","H",45,0
"497","4_Orange_plus_antibiotics_healthy",4,"Orange","plus_antibiotics","healthy","H",45,0
"498","4_Pink_plus_antibiotics_healthy",4,"Pink","plus_antibiotics","healthy","H",45,0
"499","4_Purple_plus_antibiotics_healthy",4,"Purple","plus_antibiotics","healthy","H",45,0
"500","4_Red_plus_antibiotics_healthy",4,"Red","plus_antibiotics","healthy","H",45,0
"501","4_Yellow_plus_antibiotics_healthy",4,"Yellow","plus_antibiotics","healthy","H",45,0
"502","5_Black_plus_antibiotics_healthy",5,"Black","plus_antibiotics","healthy","H",45,0
"503","5_Blue_plus_antibiotics_healthy",5,"Blue","plus_antibiotics","healthy","H",45,0
"504","5_Green_plus_antibiotics_healthy",5,"Green","plus_antibiotics","healthy","H",45,0
"505","5_Grey_plus_antibiotics_healthy",5,"Grey","plus_antibiotics","healthy","H",45,0
"506","5_Neon_plus_antibiotics_healthy",5,"Neon","plus_antibiotics","healthy","H",45,0
"507","5_Orange_plus_antibiotics_healthy",5,"Orange","plus_antibiotics","healthy","H",45,0
"508","5_Pink_plus_antibiotics_healthy",5,"Pink","plus_antibiotics","healthy","H",45,0
"509","5_Purple_plus_antibiotics_healthy",5,"Purple","plus_antibiotics","healthy","H",45,0
"510","5_Red_plus_antibiotics_healthy",5,"Red","plus_antibiotics","healthy","H",45,0
"511","5_Yellow_plus_antibiotics_healthy",5,"Yellow","plus_antibiotics","healthy","H",45,0
"512","1_Black_plus_antibiotics_disease",1,"Black","plus_antibiotics","disease","H",45,0
"513","1_Blue_plus_antibiotics_disease",1,"Blue","plus_antibiotics","disease","H",45,0
"514","1_Green_plus_antibiotics_disease",1,"Green","plus_antibiotics","disease","H",45,0
"515","1_Grey_plus_antibiotics_disease",1,"Grey","plus_antibiotics","disease","H",45,0
"516","1_Neon_plus_antibiotics_disease",1,"Neon","plus_antibiotics","disease","H",45,0
"517","1_Orange_plus_antibiotics_disease",1,"Orange","plus_antibiotics","disease","H",45,0
"518","1_Pink_plus_antibiotics_disease",1,"Pink","plus_antibiotics","disease","H",45,0
"519","1_Purple_plus_antibiotics_disease",1,"Purple","plus_antibiotics","disease","H",45,0
"520","1_Red_plus_antibiotics_disease",1,"Red","plus_antibiotics","disease","H",45,0
"521","1_Yellow_plus_antibiotics_disease",1,"Yellow","plus_antibiotics","disease","H",45,0
